,class,tweet,label
24322,1,pockets hella empty but these bitches steady choosing.,offensive_language
22697,2,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7",neither
15908,1,RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check,offensive_language
20791,1,Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer,offensive_language
22870,1,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost,offensive_language
4010,1,@MakeSamProud : stfu hoe &#128514;&#128514;&#128514;,offensive_language
24060,2,ion like papoose but he went in lol,neither
7074,1,@sternshow Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!,offensive_language
14498,2,RT @BryanHoch: Just 113 days until Yankees pitchers and catchers report.,neither
23335,1,You know you kinda seem like a nasty bitch. &#128129;&#128139;,offensive_language
13804,1,Photo: Happy Friday bitches #kimorablac http://t.co/3FIlNPwCwE,offensive_language
9124,2,Floppy bird chalmers over here taking after his hero LeBron,neither
10776,1,"I need sum hoes ah sum, cuz I wake up all I have is hella emails &#128557;&#128299; but not a Goodmoring or goodnight text. Shit not even a single text &#9995;&#128529;",offensive_language
18393,1,RT @__thaRealist: @pskinny31 &#128514;&#128514;&#128514; chill bitch,offensive_language
5836,2,"@desamador you gotta be like me n the twins, just chug it all before everyone",neither
6442,0,@kieffer_jason here let me say it more clearly since your retarded ass don't understand,hate_speech
2164,1,-5 RT @LoveMeDarlingg: 10. How many hoes do you REALLY have?,offensive_language
22131,0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;,hate_speech
12532,1,"Lmfao but "" we don't talk "" gtfoh &#128514;&#128514; bitch I guessed it! &amp; I was right &#128514;&#128527;",offensive_language
1594,1,&#8220;@Untouchable_T: Never seen so many perfect bitches til I made a Twitter &#128564; but &#128056;&#9749;&#65039;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;,offensive_language
23636,1,bitches be peekin https://t.co/Tl352dmT1n,offensive_language
747,1,#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed,offensive_language
23128,1,Yes bitch you still in love in rich. She lying,offensive_language
9208,0,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,hate_speech
23968,1,i need some claritin clear in this bitch,offensive_language
12320,1,Lebron is such a pussy.. always has to get picked up for cramps and shit,offensive_language
159,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",offensive_language
12252,2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,neither
15609,1,RT @ImNeverChillin: bitches cant finish a 6 inch sub but want a 13 inch dick,offensive_language
7361,1,@youngblackbitch raspy ass voice annoying bitch???,offensive_language
3428,1,@Huntermoore so does my juicy pussy,offensive_language
2183,1,".@SarahPalinUSA Wow, ""impeachment."" Look at you using your Vocab Workshop words. Guess we were only half wrong about you being a dumb cunt.",offensive_language
5589,0,@beesands10 But that's what you call white trash with money!!!!!,hate_speech
816,2,#Yankees got beaten by a thug,neither
3813,1,@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :),offensive_language
14459,2,RT @BriannDominguez: Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,neither
11370,1,I'm so mad cause hoes think it's funny,offensive_language
23439,1,"You're irrelevant, bitch",offensive_language
12218,1,Killin these niccas n I hate all my ex hoes!,offensive_language
21399,1,That pussy fat whatchu feeding it?,offensive_language
1160,2,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,neither
13003,1,"My dick, your bitch on it.",offensive_language
22947,1,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!,offensive_language
4509,0,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,hate_speech
19788,1,RT @p0psson: &#8220;@iamlexj_: Lastnight &#128582;&#127825; #HalloweenCostume http://t.co/2UzOH6FRzG&#8221; hoe that's your work outfit,offensive_language
579,1,"""WHAAAAAAT! LMAOOO!!! @Cromotoasted: @creepgoddess that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties""",offensive_language
21648,1,There are 2 types of niggas in this world. Real niggas ... &amp; bitch niggas,offensive_language
24337,1,pussy ass bitches,offensive_language
89,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",hate_speech
20597,1,Say it again RT @Marcus_Supreme: Alotta you bitches standards are niggas that&#8217;s outta yall league,offensive_language
13868,0,Porch monkey 4 Life,hate_speech
15424,2,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",neither
19362,1,RT @juicygenie: @thotpockets fat bitches that think they cute,offensive_language
3512,2,@Ish_MallyMal @JayJuice22 all trash to me,neither
18261,1,RT @_IAmMariahJ: @1017_Sqquad man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?&#128530;,offensive_language
23531,1,"all these beautiful bitches, sucha beautiful thing",offensive_language
12441,1,Lil seaside hoes walkin to our side... For whaaat&#128514;,offensive_language
7203,1,@tupacselenas bitch smd,offensive_language
14135,1,RT @AlmightyAlijah: Told yo bitch get on her knees I don't want no sex&#128526;&#128175;,offensive_language
10315,1,I give my niggas hope and sell these bitches dreams!,offensive_language
11519,1,"If anything I've ever said has offended you, that's a YOU problem not a me problem. Don't be such a little bitch.",offensive_language
8944,1,"Evan Williams wit me, we find a bitch; have a minaj http://t.co/VRTG3DTNxc",offensive_language
6207,1,@jaredlikelndn monkey dong,offensive_language
8033,1,Bitch fuk wat a hater gotta say .......brickk ent ya bitch http://t.co/HuQVaNuWXH,offensive_language
771,1,#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs,offensive_language
9563,1,Grow up &#8220;@jcastrosieira: RT&#8220;@CirocBwoy_: just because a nigga has hoes doesn't mean he doesn't love you&#8221; http://t.co/kkdH6DtlFL&#8221;,offensive_language
24519,1,these hos really be hatin on Draya fine ass,offensive_language
19370,1,RT @justjomartinez: @Vidal_Lucia you've been doing too much math homework hoe &#128514;&#128514;,offensive_language
22956,1,World War Z is on Netflix yasssss bitch yasssss,offensive_language
16336,2,RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,neither
4888,1,@ThatHaleyWay @kdawgg065 aahahah who the fuck watches that trash?,offensive_language
14717,2,"RT @CoIlegefessions: ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",neither
7810,1,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind,offensive_language
242,1,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",offensive_language
18845,2,"RT @decider: #2 on the field, #1 in our hearts! What if @Yankees star Derek Jeter starred in ""Back to School?"" http://t.co/nSZ6xGjkLV #yank&#8230;",neither
6791,2,@operationSAFE @GaltsGirl lived there and can attest to that. Trust them over any muzzie nation by a million light years,neither
18956,1,RT @eternalhbic: if u got cotton mouth u can eat my pussy,offensive_language
19500,1,RT @lildurk_: From my experience these bitches ain't shit my pass all bad on 4nem,offensive_language
20429,1,"RT""@KILLQuana: I wonder How much pussy justin bieber gets.....""",offensive_language
5976,0,@fucktyler fuck you spear chucker,hate_speech
10346,1,I got every reason to feel like I'm that bitch,offensive_language
1287,1,"&#8220;@GrumpyCatTalkin: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;",offensive_language
7267,1,@whatupag we've used the word cunt almost 3 times. Its beautiful.,offensive_language
10276,1,"I feel like this hoe owe me something ..,",offensive_language
18764,0,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs,hate_speech
14413,1,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,offensive_language
5642,1,@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,offensive_language
14665,2,RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;,neither
19112,1,RT @iCARLEYBBY: &#8220;@LexLuthorDaKing: Some* RT @iCARLEYBBY: Niggas be so pressed for pussy&#8221; my bad yes some!,offensive_language
11970,1,"It's to many hoes 
Tryna act like the
Wifey type.",offensive_language
7610,1,All the snacks in this bitch &#128516;,offensive_language
8470,0,Clan of retards...,hate_speech
20872,1,Smh &amp;&amp; its not bitches its BITCH ASS NIGGAHS,offensive_language
24025,1,if uckin love freebees like pom I'm so duck to have here in hm life,offensive_language
14707,1,"RT @Cloudy_goldrush: #In2014 ladies please start being grown women. All These ""bad bitches"" gotta grow up.",offensive_language
10347,1,I got good credit. So my bitch credit gotta match mine,offensive_language
8671,1,Deez fat hoes kill me. I ain't seen this much crack since they locked meech up.lmfao,offensive_language
8626,1,"Damn, birds stay shitting on my car..",offensive_language
19911,1,RT @rodill_: niggas passing up good girls for hoes.,offensive_language
17685,1,"RT @TheRealCoolie: How many hoes do I have ?

&#12288; Z
&#12288;&#12288; E
&#12288;&#12288;&#12288; R
&#12288;&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;.",offensive_language
5212,1,"@Yg_Trece I agree. You never know she may have been begging to get dropped, makes her pussy wet guaranteed. She married him right after !",offensive_language
6886,0,@real5Hfacts stfu u ugly dyke,hate_speech
2982,2,"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",neither
1479,1,&#8220;@RegularAssRon: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what,offensive_language
8928,1,Elizbian is bitch and likes women,offensive_language
23133,1,Yes! Daryl and Michone are my niccas!RT @JaJuan_Cofield: @VonshayeB got it recorded! Been waiting months for this season premiere!!!,offensive_language
1240,1,&#8220;@Erikaj00: &#8220;@Hazel_Dot_Com: Hell naw. RT @Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell,offensive_language
12568,1,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me""",offensive_language
13165,1,Nah bitch you just ugly,offensive_language
21982,1,This bitch think she cool with her Jordan 6 rings get the fuck on.,offensive_language
3205,1,@FuckingCashBro you&#8217;re a little bitch x2,offensive_language
11460,1,Idk where this nigga jus went but he better find me some food before I become a real life bitch&#128530;,offensive_language
10851,1,I say smash the panomera I buy a new one hoe,offensive_language
2535,1,@Badassjae fuck no my school boring and ghetto,offensive_language
10564,1,I just fell in love. Just saw the baddest bitch driving a 2014 e350 amg coupe &#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;,offensive_language
21513,0,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl,hate_speech
17033,1,RT @RealErik_95: Don't worry about my old bitch or my next bitch,offensive_language
12468,1,Lmao RT @Luvv_55st So none of you bitches on my tl dirty??? #Salad #ExtraDressing,offensive_language
18754,1,RT @cocoQTe: &#128514;&#128514;RT @supbishes: Lol RT @Joanna52011: &#128514;&#128557; RT @lettuceprey8: Just so u faggots know! http://t.co/bGhTSjipNe,offensive_language
23054,1,Yall black ass hoes aint east African,offensive_language
18631,1,RT @bigshaadswerver: Yo this freezing cold shit so Lel n for the birds it crazy,offensive_language
5409,1,@_noWashington he liked that hoe,offensive_language
22312,1,U know that pussy good when it sound like u mixing spaghetti when u hit it lol,offensive_language
